load_id,density_percent,filling_space_percent,loading_width,loading_height,loading_length,boxes_volume,r_width,r_height,r_length,mean_width,mean_height,mean_length,mean_stacking,mean_turnover,boxes_qty
11834,81.76416,81.72327,800.0,2000.0,1200.0,1569086877.0,0.1919191919191919,0.36977491961414793,0.3542713567839196,130.96296296296296,175.96666666666667,214.5962962962963,1.0,1.0,270
12729,82.5,51.5625,800.0,2000.0,1200.0,990000000.0,1.0,1.0,1.0,300.0,250.0,400.0,1.0,0.0,33
13579,94.44444,64.24381,2500.0,2100.0,7500.0,25296000000.0,1.0,1.0,1.0,800.0,1550.0,1200.0,0.0,0.0,17
13580,74.02778,67.29798,800.0,1650.0,1200.0,1066000000.0,0.6666666666666666,0.6666666666666666,0.6,278.7878787878788,269.6969696969697,415.1515151515151,1.0,1.0,33
14208,100.0,58.26317,2490.0,2590.0,13490.0,50688000000.0,1.0,1.0,1.0,800.0,1600.0,1200.0,0.0,0.0,33
14457,92.20825,90.27382,2480.0,2860.0,13600.0,87080000000.0,1.0,0.52,0.7333333333333333,175.0,209.75155279503105,2462.9399585921324,1.0,0.0,966
14770,55.72132,44.63278,2400.0,2500.0,6100.0,16335596000.0,0.39,0.375,0.5575539568345323,1605.7142857142858,1597.142857142857,1040.0,0.42857142857142855,0.0,7
14771,82.7095,72.29493,2490.0,2590.0,13490.0,62895403000.0,0.4375,0.1986754966887417,0.5036764705882353,843.3333333333334,819.074074074074,1584.8148148148148,1.0,0.0,54
14772,58.69138,47.83901,2450.0,2650.0,8800.0,27332340000.0,0.31,0.375,0.5575539568345323,1280.0,1327.7777777777778,912.2222222222222,0.7777777777777778,0.1111111111111111,18
14775,55.72132,44.63278,2400.0,2500.0,6100.0,16335596000.0,0.39,0.375,0.5575539568345323,1605.7142857142858,1597.142857142857,1040.0,0.42857142857142855,0.0,7
14781,100.0,58.33333,400.0,600.0,400.0,56000000.0,1.0,1.0,1.0,100.0,70.0,200.0,1.0,1.0,40
14784,95.3125,92.42424,800.0,1650.0,1200.0,1464000000.0,0.6666666666666666,0.6666666666666666,0.6,271.6981132075472,252.83018867924528,388.6792452830189,1.0,1.0,53
14786,99.43182,98.4375,800.0,2000.0,1200.0,1890000000.0,0.6666666666666666,0.6,0.625,272.72727272727275,267.27272727272725,359.09090909090907,1.0,0.0,66
14787,99.43182,98.4375,800.0,2000.0,1200.0,1890000000.0,0.6666666666666666,0.6,0.625,272.72727272727275,267.27272727272725,359.09090909090907,1.0,0.0,66
14793,80.63824,45.05843,2450.0,2450.0,13600.0,36783000000.0,0.9666666666666667,0.9393939393939394,0.95,295.0,320.0,195.0,1.0,1.0,2000
14798,63.38312,45.05843,2450.0,2450.0,13600.0,36783000000.0,0.9666666666666667,0.9393939393939394,0.95,295.0,320.0,195.0,1.0,1.0,2000
14803,62.54826,53.02746,1978.0,2100.0,3089.0,6804000000.0,0.9333333333333333,0.5416666666666666,0.5714285714285714,284.7457627118644,780.5084745762712,471.1864406779661,1.0,0.0,59
14806,47.6821,44.10313,1978.0,2100.0,3089.0,5658912000.0,0.875,0.2,0.5714285714285714,297.14285714285717,690.0,531.4285714285714,0.2857142857142857,1.0,49
14808,47.6821,44.10313,1978.0,2100.0,3089.0,5658912000.0,0.875,0.2,0.5714285714285714,297.14285714285717,690.0,531.4285714285714,0.2857142857142857,1.0,49
14809,49.93126,47.09761,1978.0,2100.0,3089.0,6043136000.0,0.6511627906976745,0.2,0.5,315.0943396226415,624.1509433962265,575.8490566037735,0.4339622641509434,1.0,53
14810,47.80008,45.96287,1978.0,2100.0,3089.0,5897536000.0,0.6511627906976745,0.2,0.5,316.47058823529414,623.1372549019608,582.7450980392157,0.45098039215686275,0.8823529411764706,51
14811,49.37232,45.96287,1978.0,2100.0,3089.0,5897536000.0,0.6511627906976745,0.2,0.5,316.47058823529414,623.1372549019608,582.7450980392157,0.3333333333333333,1.0,51
14836,55.5809,41.75434,1978.0,2100.0,3089.0,5357536000.0,0.6511627906976745,0.2,0.5,357.7083333333333,480.8333333333333,677.5,0.3541666666666667,1.0,48
14860,89.15496,79.75931,800.0,2350.0,1200.0,1799370000.0,0.8444444444444444,0.7833333333333333,0.8297872340425532,387.0,587.0,398.0,1.0,0.1,20
14864,76.15648,26.94751,2480.0,2700.0,13620.0,24576000000.0,1.0,0.6666666666666666,1.0,800.0,984.6153846153846,1200.0,0.0,0.0,26
14870,76.15648,26.94751,2480.0,2700.0,13620.0,24576000000.0,1.0,0.6666666666666666,1.0,800.0,984.6153846153846,1200.0,0.0,0.0,26
14905,99.43182,98.4375,800.0,2000.0,1200.0,1890000000.0,0.6666666666666666,0.6,0.625,272.72727272727275,267.27272727272725,359.09090909090907,1.0,0.0,66
14933,87.27273,38.05116,2040.0,2674.0,8880.0,18432000000.0,1.0,0.6666666666666666,1.0,800.0,1066.6666666666667,1200.0,0.0,0.0,18
14941,90.51218,70.36417,800.0,2500.0,1200.0,1688740000.0,0.717948717948718,0.7631578947368421,0.9423076923076923,295.0,362.5,496.25,1.0,1.0,32
14942,90.51218,70.36417,800.0,2500.0,1200.0,1688740000.0,0.717948717948718,0.7631578947368421,0.9423076923076923,295.0,362.5,496.25,1.0,1.0,32
14946,100.0,75.0,800.0,2000.0,1200.0,1440000000.0,1.0,1.0,1.0,500.0,400.0,600.0,1.0,1.0,12
14947,82.084,69.39867,1000.0,2330.0,1100.0,1778688000.0,0.8,0.9555555555555556,0.5887850467289719,344.61538461538464,436.15384615384613,934.6153846153846,1.0,0.3076923076923077,13
14948,76.33322,69.1009,1000.0,2330.0,1100.0,1771056000.0,0.7,0.6444444444444445,0.45794392523364486,334.6666666666667,413.3333333333333,840.6666666666666,1.0,0.4666666666666667,15
14949,79.12946,68.71463,1000.0,2330.0,1100.0,1761156000.0,0.7,0.6444444444444445,0.45794392523364486,332.14285714285717,420.7142857142857,895.0,1.0,1.0,14
14950,86.95652,16.51879,2600.0,2650.0,9700.0,11040000000.0,1.0,1.0,1.0,800.0,2300.0,1500.0,0.0,1.0,4
14951,68.84688,17.43809,2600.0,2650.0,9700.0,11654400000.0,1.0,0.06956521739130435,0.8,800.0,1230.0,1350.0,0.5,1.0,8
14952,45.11657,25.71185,2600.0,2650.0,9700.0,17184000000.0,1.0,0.6956521739130435,0.8,800.0,1950.0,1350.0,0.5,1.0,8
14955,94.64265,66.25207,2352.0,2385.0,12032.0,44716000000.0,0.7272727272727273,0.38461538461538464,0.9166666666666666,1085.7142857142858,1766.6666666666667,1104.7619047619048,1.0,1.0,21
14957,94.64265,66.25207,2352.0,2385.0,12032.0,44716000000.0,0.7272727272727273,0.38461538461538464,0.9166666666666666,1085.7142857142858,1766.6666666666667,1104.7619047619048,1.0,1.0,21
14974,79.10819,36.20749,2490.0,2590.0,13490.0,31499925000.0,0.05054945054945055,0.5,0.16236084856122662,1789.98,104.0,3237.18,1.0,0.0,50
14975,63.64827,6.23493,2420.0,2450.0,13550.0,5009017260.0,0.17644006227296316,1.0,0.08263707571801567,1078.0689655172414,60.0,2562.0,1.0,0.0,29
14993,98.24176,84.30492,2352.0,2698.0,12032.0,64368000000.0,1.0,0.7258064516129032,1.0,400.0,874.5652173913044,400.0,1.0,1.0,460
15024,48.6333,40.74575,2359.0,2700.0,12022.0,31199722600.0,0.12093023255813953,0.05136363636363636,0.09,818.3333333333334,844.2916666666666,1288.3333333333333,0.4583333333333333,1.0,24
15044,48.51001,41.37475,2359.0,2700.0,12022.0,31681358000.0,0.12093023255813953,0.05909090909090909,0.09,753.6,827.2,1404.8,0.52,1.0,25
15045,48.51001,41.37475,2359.0,2700.0,12022.0,31681358000.0,0.12093023255813953,0.05909090909090909,0.09,753.6,827.2,1404.8,0.52,1.0,25
15046,48.51001,41.37475,2359.0,2700.0,12022.0,31681358000.0,0.12093023255813953,0.05909090909090909,0.09,753.6,827.2,1404.8,0.52,1.0,25
15073,76.12721,14.51527,2480.0,2860.0,13600.0,14001736000.0,0.7272727272727273,0.4411764705882353,0.8823529411764706,974.4444444444445,1027.7777777777778,1535.5555555555557,1.0,1.0,9
15077,88.59972,78.7553,1200.0,1800.0,2200.0,3742452000.0,0.5555555555555556,0.22727272727272727,0.17272727272727273,524.0,128.0,1308.0,1.0,1.0,35
15078,67.50455,22.50152,1200.0,1800.0,2200.0,1069272000.0,0.5555555555555556,0.22727272727272727,0.17272727272727273,524.0,128.0,1308.0,1.0,1.0,10
15079,79.12094,73.84621,1200.0,1800.0,2200.0,3509172000.0,0.5555555555555556,0.22727272727272727,0.17272727272727273,518.2352941176471,126.47058823529412,1293.5294117647059,1.0,1.0,34
15080,79.12094,73.84621,1200.0,1800.0,2200.0,3509172000.0,0.5555555555555556,0.22727272727272727,0.17272727272727273,518.2352941176471,126.47058823529412,1293.5294117647059,1.0,1.0,34
15082,79.64019,78.7553,1200.0,1800.0,2200.0,3742452000.0,0.5555555555555556,0.22727272727272727,0.17272727272727273,524.0,128.0,1308.0,1.0,1.0,35
15083,55.07126,10.06973,2490.0,2590.0,13490.0,8760496000.0,0.37300177619893427,0.5543478260869565,0.5277777777777778,295.7464788732394,322.84507042253523,235.6338028169014,1.0,1.0,355
15129,83.33333,8.23438,800.0,2000.0,1200.0,158100000.0,1.0,1.0,1.0,310.0,100.0,510.0,1.0,1.0,10
15134,62.0,15.5,800.0,2000.0,1200.0,297600000.0,1.0,1.0,1.0,240.0,100.0,310.0,1.0,1.0,40
15135,100.0,77.81519,220.0,135.0,270.0,6240000.0,1.0,1.0,1.0,40.0,40.0,65.0,1.0,1.0,60
15140,80.2589,15.5,800.0,2000.0,1200.0,297600000.0,1.0,1.0,1.0,240.0,100.0,310.0,1.0,0.0,40
15159,79.86997,79.43068,800.0,2000.0,1200.0,1525069063.0,0.16,0.1111111111111111,0.10048426150121065,202.06,154.53,366.74,1.0,1.0,100
15160,72.82762,72.68197,800.0,2000.0,1200.0,1395493803.0,0.16,0.1111111111111111,0.10048426150121065,184.4952380952381,153.8761904761905,361.62857142857143,1.0,0.0,105
15161,92.54325,82.39559,2490.0,2590.0,13490.0,71682810000.0,0.16877637130801687,0.16326530612244897,0.04352557127312296,928.75,1096.25,2452.5,1.0,0.0,8
15173,92.54325,82.39559,2490.0,2590.0,13490.0,71682810000.0,0.16877637130801687,0.16326530612244897,0.04352557127312296,928.75,1096.25,2452.5,1.0,0.0,8
15174,92.54325,82.39559,2490.0,2590.0,13490.0,71682810000.0,0.16877637130801687,0.16326530612244897,0.04352557127312296,928.75,1096.25,2452.5,1.0,0.0,8
15183,91.18541,13.28999,2352.0,2393.0,12032.0,9000000000.0,1.0,1.0,1.0,200.0,25.0,6000.0,1.0,1.0,300
15186,94.56265,53.15996,2352.0,2393.0,12032.0,36000000000.0,1.0,1.0,1.0,200.0,25.0,6000.0,1.0,1.0,1200
15190,95.88089,57.57696,2330.0,2698.0,12010.0,43470000000.0,1.0,1.0,1.0,200.0,25.0,6000.0,1.0,1.0,1449
15198,46.64721,30.78793,2490.0,2590.0,13490.0,26784996000.0,0.1762114537444934,0.25,0.17857142857142858,1207.0,798.0,1566.0,0.0,0.0,10
15211,58.3393,49.24104,2480.0,2860.0,13600.0,47498927000.0,0.26842105263157895,0.1510204081632653,0.05,994.0,1393.6,1146.4,0.04,1.0,25
15212,57.48137,49.24104,2480.0,2860.0,13600.0,47498927000.0,0.26842105263157895,0.1510204081632653,0.05,994.0,1393.6,1146.4,0.0,0.0,25
15215,96.64382,92.79553,2480.0,2860.0,13600.0,89512500000.0,1.0,0.52,0.7333333333333333,175.0,214.23432682425488,2460.431654676259,1.0,0.0,973
15216,81.76416,81.72327,800.0,2000.0,1200.0,1569086877.0,0.1919191919191919,0.36977491961414793,0.3542713567839196,130.96296296296296,175.96666666666667,214.5962962962963,1.0,1.0,270
15217,78.19096,78.14752,800.0,1800.0,1200.0,1350389132.0,0.1919191919191919,0.36977491961414793,0.3542713567839196,123.86234817813765,172.09716599190284,209.417004048583,1.0,1.0,247
15234,69.94074,51.91179,1978.0,2100.0,4168.0,8987508000.0,0.5576923076923077,0.6744186046511628,0.921875,384.70588235294116,1042.9411764705883,610.5882352941177,0.5882352941176471,0.5882352941176471,34
15253,73.19202,49.43209,1978.0,2100.0,4168.0,8558196000.0,0.5576923076923077,0.6744186046511628,0.921875,380.6060606060606,1035.4545454545455,609.6969696969697,1.0,0.6060606060606061,33
15254,72.06703,54.39149,1978.0,2100.0,4168.0,9416820000.0,0.5576923076923077,0.6744186046511628,0.921875,388.57142857142856,1050.0,611.4285714285714,1.0,1.0,35
15255,72.03363,46.66986,2282.0,2494.0,5000.0,13280628000.0,0.5576923076923077,0.6744186046511628,0.921875,415.45454545454544,1099.090909090909,617.2727272727273,1.0,1.0,44
15275,85.92912,85.10719,2400.0,2300.0,6120.0,28751250000.0,0.7407407407407407,0.5833333333333334,0.5925925925925926,1295.7446808510638,380.51063829787233,1270.212765957447,1.0,1.0,47
15277,76.33322,69.1009,1000.0,2330.0,1100.0,1771056000.0,0.7,0.6444444444444445,0.45794392523364486,334.6666666666667,413.3333333333333,840.6666666666666,1.0,0.4666666666666667,15
15297,72.06703,54.39149,1978.0,2100.0,4168.0,9416820000.0,0.5576923076923077,0.6744186046511628,0.921875,388.57142857142856,1050.0,611.4285714285714,1.0,1.0,35
15313,55.27211,54.08501,2352.0,2385.0,12032.0,36504000000.0,1.0,1.0,1.0,1000.0,1170.0,1200.0,1.0,0.0,26
15316,55.27211,54.08501,2352.0,2385.0,12032.0,36504000000.0,1.0,1.0,1.0,1000.0,1170.0,1200.0,1.0,0.0,26
15317,55.27211,54.08501,2352.0,2385.0,12032.0,36504000000.0,1.0,1.0,1.0,1000.0,1170.0,1200.0,1.0,0.0,26
15318,57.39796,56.1652,2352.0,2385.0,12032.0,37908000000.0,1.0,1.0,1.0,1000.0,1170.0,1200.0,1.0,0.0,27
15323,42.80376,33.71416,2490.0,2590.0,13490.0,29330766000.0,0.16521739130434782,0.058823529411764705,0.06289308176100629,642.5925925925926,714.074074074074,1641.111111111111,0.0,0.0,27
15324,43.66653,34.39371,2490.0,2590.0,13490.0,29921967000.0,0.16521739130434782,0.058823529411764705,0.06289308176100629,660.6896551724138,698.9655172413793,1575.8620689655172,0.06896551724137931,0.0,29
15325,69.71802,59.18947,2352.0,2698.0,12032.0,45192000000.0,0.3333333333333333,0.2962962962962963,0.4126984126984127,1250.0,2075.0,3625.0,1.0,1.0,4
15326,74.09029,60.6502,2400.0,2650.0,13600.0,52460000000.0,0.7272727272727273,0.34782608695652173,0.37209302325581395,926.3888888888889,1331.9444444444443,1186.111111111111,0.7777777777777778,0.0,36
15327,71.67931,68.89198,2352.0,2698.0,12032.0,52600000000.0,0.2857142857142857,0.12962962962962962,0.1746031746031746,1075.0,1818.75,2500.0,1.0,1.0,8
15328,71.67931,68.89198,2352.0,2698.0,12032.0,52600000000.0,0.2857142857142857,0.12962962962962962,0.1746031746031746,1075.0,1818.75,2500.0,1.0,1.0,8
15335,69.51437,56.90437,2400.0,2650.0,13600.0,49220000000.0,0.7272727272727273,0.34782608695652173,0.37209302325581395,929.6875,1373.4375,1221.875,0.75,0.0,32
15340,58.35529,32.67396,2450.0,2450.0,13550.0,26575000000.0,0.42857142857142855,0.15,0.7142857142857143,345.7142857142857,494.2857142857143,522.8571428571429,1.0,0.0,175
15341,84.5985,72.24542,2450.0,2450.0,13550.0,58760000000.0,0.42857142857142855,0.15,0.7142857142857143,327.56052141527005,417.13221601489755,513.780260707635,1.0,0.0,537
15342,79.69262,77.77817,2450.0,2450.0,13550.0,63260000000.0,0.42857142857142855,0.15,0.7142857142857143,323.23390894819465,398.7441130298273,511.6169544740973,1.0,0.0,637
15346,95.92491,84.39142,2480.0,2860.0,12600.0,75420000000.0,0.42857142857142855,0.15,0.7142857142857143,338.98916967509024,465.7039711191336,519.4945848375452,1.0,0.0,554
15349,73.18317,69.4624,1000.0,2330.0,1300.0,2104016000.0,0.3888888888888889,0.6333333333333333,0.34507042253521125,334.11764705882354,408.8235294117647,633.5294117647059,1.0,1.0,17
15355,98.61134,89.12657,2432.0,2698.0,12032.0,70364000000.0,0.8,0.9959100204498977,0.8461538461538461,857.1428571428571,2443.5714285714284,1200.0,1.0,1.0,28
15361,90.51218,70.36417,800.0,2500.0,1200.0,1688740000.0,0.717948717948718,0.7631578947368421,0.9423076923076923,295.0,362.5,496.25,1.0,1.0,32
15363,100.0,40.50446,1000.0,2330.0,1300.0,1226880000.0,1.0,1.0,1.0,720.0,600.0,1420.0,1.0,1.0,2
15364,100.0,40.50446,1000.0,2330.0,1300.0,1226880000.0,1.0,1.0,1.0,720.0,600.0,1420.0,1.0,1.0,2
15372,82.78877,77.81317,800.0,2500.0,1200.0,1867516000.0,0.7,0.6590909090909091,0.8461538461538461,312.85714285714283,344.85714285714283,494.85714285714283,1.0,1.0,35
15374,69.51437,56.90437,2400.0,2650.0,13600.0,49220000000.0,0.7272727272727273,0.34782608695652173,0.37209302325581395,929.6875,1373.4375,1221.875,0.75,0.0,32
15380,78.05612,73.36606,1060.0,2330.0,1360.0,2464313000.0,0.3888888888888889,0.6333333333333333,0.34507042253521125,342.77777777777777,417.77777777777777,670.0,1.0,1.0,18
15386,80.2589,34.1,800.0,2000.0,1200.0,654720000.0,1.0,1.0,1.0,240.0,100.0,310.0,1.0,0.0,88
15388,78.05612,73.36606,1060.0,2330.0,1360.0,2464313000.0,0.3888888888888889,0.6333333333333333,0.34507042253521125,342.77777777777777,417.77777777777777,670.0,1.0,1.0,18
15389,85.90096,73.36606,1060.0,2330.0,1360.0,2464313000.0,0.3888888888888889,0.6333333333333333,0.34507042253521125,342.77777777777777,417.77777777777777,670.0,1.0,1.0,18
15391,78.5185,77.49435,1000.0,2300.0,1300.0,2317081000.0,0.3888888888888889,0.6333333333333333,0.34507042253521125,344.11764705882354,417.05882352941177,646.4705882352941,1.0,1.0,17
15398,83.38114,30.06953,2490.0,2590.0,13490.0,26160000000.0,0.3333333333333333,0.2857142857142857,0.16666666666666666,742.8571428571429,814.2857142857143,3642.8571428571427,1.0,1.0,14
15399,58.33333,42.48356,2490.0,2590.0,13490.0,36960000000.0,0.3333333333333333,0.2,0.16666666666666666,742.8571428571429,1028.5714285714287,3642.8571428571427,1.0,1.0,14
15400,59.79027,51.89344,2400.0,2650.0,13600.0,44885750000.0,0.5333333333333333,0.34782608695652173,0.3076923076923077,975.0,1438.4615384615386,1203.8461538461538,0.7692307692307693,0.0,26
15402,84.94123,83.38397,800.0,1800.0,1200.0,1440875039.0,0.03,0.2033898305084746,0.23002421307506055,190.47826086956522,155.45652173913044,383.5217391304348,1.0,1.0,92
15403,84.94123,83.38397,800.0,1800.0,1200.0,1440875039.0,0.03,0.2033898305084746,0.23002421307506055,190.47826086956522,155.45652173913044,383.5217391304348,1.0,1.0,92
15404,65.63224,60.81921,800.0,1800.0,1200.0,1050955899.0,0.03,0.2033898305084746,0.2375,173.34883720930233,152.69767441860466,356.7674418604651,1.0,1.0,86
15405,56.27628,54.02523,800.0,1800.0,1200.0,933555899.0,0.05,0.2033898305084746,0.24675324675324675,166.21176470588236,151.78823529411764,352.7294117647059,1.0,0.0,85
15406,82.13504,82.13504,800.0,1800.0,1200.0,1419293479.0,0.03,0.2033898305084746,0.23002421307506055,194.6818181818182,156.02272727272728,383.45454545454544,1.0,0.0,88
15407,97.32179,11.13453,2480.0,2860.0,13600.0,10740600000.0,1.0,1.0,1.0,459.0,600.0,500.0,1.0,1.0,78
15408,64.37381,40.51499,2480.0,2860.0,13600.0,39081600000.0,0.918,0.8955223880597015,0.5555555555555556,481.40697674418607,638.2558139534884,718.6046511627907,1.0,1.0,172
15411,44.59464,27.12824,2480.0,2650.0,13600.0,24247000000.0,0.7727272727272727,0.41304347826086957,0.5666666666666667,947.0588235294117,1373.5294117647059,1111.764705882353,0.0,0.0,17
15412,57.63234,50.02052,2400.0,2650.0,13600.0,43265750000.0,0.5333333333333333,0.34782608695652173,0.3076923076923077,981.25,1475.0,1229.1666666666667,0.75,0.0,24
15421,39.97507,27.92807,2480.0,2860.0,13600.0,26940000000.0,0.8,0.375,0.4166666666666667,897.4358974358975,530.7692307692307,1317.948717948718,0.6666666666666666,0.6666666666666666,39
15428,70.3125,57.10016,2480.0,2860.0,13600.0,55080000000.0,1.0,0.25,0.25,300.0,750.0,750.0,1.0,0.5,240
15429,70.83333,57.10016,2480.0,2860.0,13600.0,55080000000.0,1.0,0.25,0.25,300.0,750.0,750.0,1.0,0.5,240
15432,75.26185,46.68379,2480.0,2860.0,13600.0,45032154000.0,0.975609756097561,0.33755274261603374,0.3157894736842105,1217.0,1969.0,1930.0,1.0,0.0,10
15433,75.26185,46.68379,2480.0,2860.0,13600.0,45032154000.0,0.975609756097561,0.33755274261603374,0.3157894736842105,1217.0,1969.0,1930.0,1.0,0.0,10
15435,85.31912,46.68379,2480.0,2860.0,13600.0,45032154000.0,0.975609756097561,0.33755274261603374,0.3157894736842105,1217.0,1969.0,1930.0,0.1,0.0,10
